symbol,created_at,body,followers,sentiment,raw_compound,compound_bin,sentiment_number,modified_rating,modified?
TSM,2021-03-05T18:00:39Z,$AMZN $TSM $AAPL $NVDA  . .These four are beautiful ways to play the coming RIP... you know  as capital left the building on BS stories and will soon return  full of vim  vigor and verve  to the real tech stories as the source of sustained growth and changing the world in terms of productivity and betterment,297,Bullish,0.875,1.0,1.0,0,No
TSM,2021-03-05T17:58:47Z,$TSM 💎🍀💎,554,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-05T17:57:36Z,$TSM nice rally,368,Bullish,0.4215,1.0,1.0,0,No
TSM,2021-03-05T17:52:46Z,$TSM got in at the dip yesterday. We got more way to go,0,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-05T17:48:32Z,$TSM is this the climb back to 130,3,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-05T17:48:19Z,Market is realizing it’s probably a good idea to investing in businesses with lots of CASH  profits  assets  moats  etc. some that come to mind? $MSFT $TSM and for you adrenaline junkies  $APPS $ETSY . All solid picks imo bought more this morning,26,None,0.7964,1.0,0.0,0,No
TSM,2021-03-05T17:38:03Z,$TSM great stock,2,Bullish,0.6249,1.0,1.0,0,No
TSM,2021-03-05T17:34:57Z,$TSM I&#39;m only down 60% now :)))),3,None,0.0,0.0,0.0,0,No
TSM,2021-03-05T02:13:52Z,$TSM bear 🐻 market until 2026,11,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-03-05T01:58:56Z,It amazes me how stupid people are to be selling semi conductor stocks that are clearly undervalued and/or have solid footing to grow well into the future  especially with the shortage. $AMD $UMC $ASX $HIMX $TSM and so on.,2,Bullish,0.4472,1.0,1.0,0,No
TSM,2021-03-05T01:50:28Z,$TSM Taiwan market TSM is raising now... So strong!,0,None,0.5974,1.0,0.0,0,No
TSM,2021-03-05T01:43:50Z,$TSM FREE FALL FRIDAY,11,Bearish,0.5106,1.0,-1.0,0,No
TSM,2021-03-05T01:15:06Z,$TSM PT: $65 by july,11,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-03-05T00:48:19Z,$CCIV can’t decide if I should average down on this or $TSM,1,None,0.0,0.0,0.0,0,No
TSM,2021-03-05T00:28:55Z,$TSM TOMORROW WILL BE REMEMBERED AS &quot;FREE FALLING FRIDAY&quot;,11,Bearish,-0.3254,-1.0,-1.0,0,No
TSM,2021-03-05T00:22:56Z,$TSM as of today ark still owns 675K shares. Chips shortage  largest and most advance chip manufacturer status will help propel this stock up when market recovers.,11,Bullish,0.4404,1.0,1.0,0,No
TSM,2021-03-05T00:22:44Z,$TSM 100 tomorrow,11,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-03-05T00:16:09Z,$TSM everyone relies on TSM,16,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-05T00:15:30Z,$TSM we will never see $105 again. Never  ever!,11,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-03-05T00:15:28Z,$TSM excellent stock,16,Bullish,0.5719,1.0,1.0,0,No
TSM,2021-03-04T23:58:43Z,$TSM $100 tomorrow,11,None,0.0,0.0,0.0,0,No
TSM,2021-03-04T23:52:35Z,$TSM comment sentiment on /r/wallstreetbets over the last 24 hours..Comment volume at topstonks.com/stocks/TSM?st_tsm..#tsm    #wallstreetbets,1275,None,0.0,0.0,0.0,0,No
TSM,2021-03-04T23:47:04Z,$TSM Just checked in on this  why the fuck is this down bigly?  People have stopped buying chips?,33,Bullish,-0.6966,-1.0,1.0,0,No
TSM,2021-03-04T23:30:01Z,$TSM Huge Trade - $80 164 323.693 523 shares at $115.59,862,None,0.5423,1.0,0.0,0,No
TSM,2021-03-04T22:44:05Z,@miggyson @Jinxis look $NVDA $AMD $ROKU you name it!! Nothing makes sense. Actually the p/e of $TSM  is the lowest of all,11,Bullish,-0.4912,-1.0,1.0,0,No
TSM,2021-03-04T22:39:27Z,$TSM this market is crazy I don’t understand I really don’t this company is a goldmine for what’s going on with chips shortage all you loosers keep selling for no reason 300pt lfg,2,Bullish,-0.6808,-1.0,1.0,0,No
TSM,2021-03-04T13:21:50Z,$TSM Catching the dip,17,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-04T13:16:40Z,$TSM bears are out. Remember it always comes down to VALUATION. Tsm has a track record of beating earnings. Time in the market always beats timing the market.,1,None,-0.4588,-1.0,0.0,0,No
TSM,2021-03-04T12:23:15Z,$TSM that&#39;s it is going back to $80,11,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-03-04T10:54:28Z,$TSM ..Oh yeah Cathie keeps dumping. LOL,133,None,0.5319,1.0,0.0,0,No
TSM,2021-03-04T05:32:02Z,$HIMX $NVDA $MU $AMD $TSM nice fundamentals here,9,None,0.4215,1.0,0.0,0,No
TSM,2021-03-04T02:03:18Z,RedWOOD Forest - 03.03.2021 ..+ $PLTR $TDOC $ZM .-  $TSM $BIDU,21375,None,0.0,0.0,0.0,0,No
TSM,2021-03-04T01:17:20Z,$TSM why ark selling?,0,None,0.0,0.0,0.0,0,No
TSM,2021-03-04T00:47:50Z,$TSM I thought this could never go down as chip demand is just too high!!&#39; 😳,23,None,-0.2695,-1.0,0.0,0,No
TSM,2021-03-03T23:33:09Z,$TSM  leaps at what price?,11,None,0.0,0.0,0.0,0,No
TSM,2021-03-03T23:30:08Z,$TSM Huge Trade - $70 918 467.577 089 shares at $122.89,862,None,0.5423,1.0,0.0,0,No
TSM,2021-03-03T22:51:53Z,$TSM don’t get discouraged. Buy LEAPS!,1,Bullish,-0.4574,-1.0,1.0,0,No
TSM,2021-03-03T21:51:59Z,$CRM vs $TSM pretty,4155,None,0.4939,1.0,0.0,0,No
TSM,2021-03-03T21:51:55Z,$TSM the more shares individual investors  sell too big whales sharks whatever you want to call to this manipulators the more power they have too manipulate the stock...Think about it you are playing their game and loosing...theres a company behind the stock .And the company is doing amazingly well..Dont sell value just because the market panics,13,Bullish,0.5198,1.0,1.0,0,No
TSM,2021-03-03T21:42:11Z,$TSM know what you own...Loading more.,13,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-03T17:33:04Z,$TSM sell all your shares to me!!!! Come to papa,11,Bullish,0.5216,1.0,1.0,0,No
TSM,2021-03-03T17:31:55Z,$AMD how fast until the new card sells out? Expecting a news release within the month? Opinions  make money money!!!!!! Get your shares while u still can at again 3 month low discount prices. Stimulus coming soon these stocks hitting bottom are going to rocket back up in next couple weeks so now is the time to buy when everybody is shorting and giving there shares away!!!! $NVDA $INTC $TSM $CRM all very necessary for the advancement of our new green  work from home  future! Profit margins because of supply and demand are going to go sky high on chips.,4,Bullish,0.8238,1.0,1.0,0,No
TSM,2021-03-03T17:02:56Z,$TSM we are getting fucked by insitutions :(,2,Bullish,-0.8074,-1.0,1.0,0,No
TSM,2021-03-03T16:55:41Z,$TSM one of the only decent looking bullish setups on my watch list...,446,None,0.0,0.0,0.0,0,No
TSM,2021-03-03T16:19:20Z,$TSM THE WORLD CANNOT FUNCTION WITHOUT THIS COMPANY!!! Way undervalued!!,13,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-03T16:07:03Z,$TSM That 127.76 high is no good  going higher .  ,23,Bullish,0.1779,1.0,1.0,0,No
TSM,2021-03-03T16:03:29Z,$TSM 130. Friday...,23,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-03T16:02:50Z,$TSM wtong stock should ne $TSLA,23,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-03T16:02:21Z,$TSM 800. Friday,23,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-03T15:18:10Z,🚨 $HIMX long over 13 alerted by @BioBucksUT🚨..Check out these tickers: $NVDA $MU $AMD $TSM..Careful with the market volatility!!..✔Follow and turn on notifications for more amazing trade ideas!..#unitedtraders #swingtrade #teamwork #wsb #stocks,5236,None,0.7157,1.0,0.0,0,No
TSM,2021-03-03T15:17:31Z,$TSM wtf is this shit??? The most important semiconductor manufacturer and people are selling? GTFO,0,Bullish,-0.8056,-1.0,1.0,0,No
TSM,2021-03-03T15:10:43Z,$TSM fuck this sideways moving stock,0,None,-0.5423,-1.0,0.0,0,No
TSM,2021-03-03T14:42:14Z,$TSM I don’t know how long I can take this shittyness,1,None,0.0,0.0,0.0,0,No
TSM,2021-03-03T08:06:10Z,$TSM buying,28,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-02T21:44:05Z,$TSM chip shortage — supply &amp; demand theory VS this stock market is an ass hole ..Today ass hole wins..,2,Bullish,-0.8591,-1.0,1.0,0,No
TSM,2021-03-02T21:23:40Z,$TSM guys don’t worry we could save up more then when the markets get their heads out from their asses we would have already loaded up on a ton of shares,1,Bullish,0.3612,1.0,1.0,0,No
TSM,2021-03-02T20:23:45Z,$TSM It&#39;s actually amazing how much money I&#39;m losing in my emotional beliefs for this company lol  guess I need to go back to work.,3,None,0.6808,1.0,0.0,0,No
TSM,2021-03-02T19:57:55Z,$TSM 👀...,42,None,0.0,0.0,0.0,0,No
TSM,2021-03-02T19:28:12Z,$TSM with potential expansions into both the US &amp; European regions to tackle current and future global demands  this is slowly sinking. Market is baffling. 🤷🏻‍♂️,0,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-02T19:26:35Z,$TSM it&#39;s the end. Back to $80,11,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-03-02T18:43:27Z,$AMD so when Biden deploys 37 billion for chip makers.  Definitely a part of that is going to $TSM $AMAT to directly support US EVs and electronics. SMH. 🕵️💎✊🏼,30,Bullish,0.3328,1.0,1.0,0,No
TSM,2021-03-02T17:32:07Z,$TSM Unno screw it go all the way down. Ima just buy buy buy🤷‍♂️👍,1,None,-0.1027,-1.0,0.0,0,No
TSM,2021-03-02T14:43:22Z,$TSM $UMC $ASX are taking a beating this morning. Yep  I have all. $COHU going through an offering. I have that also. Hoping for a quick recovery.,8,Bullish,0.25,1.0,1.0,0,No
TSM,2021-03-02T14:30:54Z,$TSM The fuck is going on?,3,Bullish,-0.5423,-1.0,1.0,0,No
TSM,2021-03-02T14:06:19Z,$ATOM Does one of the largest semi companies globally AKM (Asahi Kasei Microdevices) typically co-author peer reviewed scientific research papers on a technology from another company that is not credible?  Just curious 😉..$QCOM   $TSM,164,Bullish,-0.2411,-1.0,1.0,0,No
TSM,2021-03-02T14:01:02Z,$ATOM Does the 3rd largest semi company on the planet - SK Hynix - typically co-author peer reviewed scientific research papers on a technology that is not credible from another company?  Just curious. 😉..$QCOM   $TSM,164,Bullish,0.3182,1.0,1.0,0,No
TSM,2021-03-02T11:44:33Z,$TSM worlds leading chip maker in a World thirsty for them.,22,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-02T07:46:39Z,$TSM I keep adding,28,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-02T04:53:37Z,$TSM 135-140 this week or next week,3,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-02T03:17:11Z,ARK Added TODAY  I am in BFLY long  .+18 109 $INCY HODLING 3 138 404 shares .+16 627 $BFLY HODLING 2 879 211 shares .+16 485 $SNPS HODLING 1 485 941 shares .+16 455 $TSM HODLING 2 769 335 shares .+15 743 $CSTL HODLING 2 727 341 shares,3159,Bullish,0.8402,1.0,1.0,0,No
TSM,2021-03-02T01:08:34Z,$TSM bought a nice $130 03/19 call at close,12,Bullish,0.4215,1.0,1.0,0,No
TSM,2021-03-02T01:07:07Z,$TSM Running at full capacity!,17,None,0.0,0.0,0.0,0,No
TSM,2021-03-01T22:16:39Z,$TSM institutional ownership up 0.3% from 18.7% to 19%,862,None,0.0,0.0,0.0,0,No
TSM,2021-03-01T21:28:17Z,$TSM Pushing over 130 tomorrow. Any guesses on PT for tomorrow futures look green already so I&#39;d guess 132.50 or higher as the close.,3,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-01T19:41:06Z,$TSM What’s everyone’s calls looking like?,2,Bullish,0.3612,1.0,1.0,0,No
TSM,2021-03-01T18:48:51Z,$LSCC $TSM Nice to see these back where they belong.,3,Bullish,0.4215,1.0,1.0,0,No
TSM,2021-03-01T16:59:39Z,$TSM 100 million units iPhone 13. 😃,1,None,0.0,0.0,0.0,0,No
TSM,2021-03-01T16:41:13Z,$TSM This will be at 145-150 by the Summer.,22,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-01T15:50:12Z,$TSM buying as much as I can,10,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-01T15:25:56Z,$TSM  bought more just to prove Cathie wood is wrong. Lol,1,None,-0.0772,0.0,0.0,0,No
TSM,2021-03-01T14:26:44Z,$TSM,0,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-01T14:24:33Z,$TSM Gets BOTH China &amp; US business during a chip shortage. The best semi stock by far should make it to $150 by May.,14,None,0.4939,1.0,0.0,0,No
TSM,2021-03-01T11:24:00Z,$TSM who tf needs cathie wood anyways,3,None,0.0,0.0,0.0,0,No
TSM,2021-03-01T10:24:28Z,ARK Watcher Biggest decline in shares held $CRM $AAP $TSM $PINS $GOOGL,530,None,0.296,1.0,0.0,0,No
TSM,2021-03-01T10:21:27Z,$TSM ....,22,Bullish,0.0,0.0,1.0,0,No
TSM,2021-03-01T08:42:04Z,$TSM 135C @ 3.80 Exp:16-Apr-21 ↑↑   Total(Day): $76 000.$TSM 135C @ 8.50 Exp:16-Jul-21 ↑↑   Total(Day): $170 000,370,None,0.0,0.0,0.0,0,No
TSM,2021-03-01T07:06:26Z,$TSM So coming from someone who is an actual doctor and is scientifically literate and has done extensive research into this company...you need to buy this fucking stock...buy buy buy and never sell a single share. TSM is making 3nm chips right now and they have a method that allows them to keep doubling the number of transistors every 1-2 years...the rest of the market is falling behind RAPIDLY. This is the winner of the semiconductor/chip war  its literally impossible for anyone to catch up. They are the best stock and the one with that is the cheapest in comparison to all others its literally a no brainer  keep buying until all the idiots who bought overpriced american companies because they were afraid of GYNA like the MAGA fools realize they slept on the next amazon. You have been warned  do your homework like i did if you dont udnerstand,16,Bullish,0.276,1.0,1.0,0,No
TSM,2021-03-01T04:22:21Z,@tsmokely @chris333 I believe kopin has the ability to be present on not just 1 final ar/vr product  they will be in many. Their involvement in the market share of this industry is more massive than any of the other companies  except myaybe $TSM.,20,None,0.5423,1.0,0.0,0,No
TSM,2021-02-28T23:27:26Z,$TSM 200 tomorrow!!!,11,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-28T19:31:07Z,$THBR indie Semiconductor Inc is probably the best semiconductor opportunity in the market right now. High CAGR (90%) over the next few years in a 16B+ and growing market. Intersection between EV  AV  IoT and Lidar. Already shipped 100M units and has 2B backlog with Tier 1 OEMs including Tesla. . .$TSM $AMD $TSLA $CCIV,5,Bullish,0.8271,1.0,1.0,0,No
TSM,2021-02-28T18:16:28Z,$AMD Chip shortage = Production issues for $AAPL ... And less revenue for Amd  $Nvda   $TSM ...,12,Bearish,-0.25,-1.0,-1.0,0,No
TSM,2021-02-28T08:57:13Z,$TSM Guys wall street is trying to shake out retail because they have a shitload of cash sitting on the side waiting to buy the dip they are trying to make  JPOW already said a million times the rates arent fucking changing because if we end this bull market america dies simple as that we have to wait years until after we are recovered or china takes the lead and we become a third world country. Ive seen a bunch of articles trying to trick people into selling these last few weeks  dont fall for it  inflation is going to jack up equity prices and they want to go long on the market because they know this. Buy your favorite stocks that you have high conviction for and go long  dont get shaken out. Dont listen to CNBC spamming &quot;ZOMG YIELDS RISING  MARKET SELLOFF&quot; yea the yields are rising because noone wants the bonds you fucking twats. Spread the word  let everyone know not to get played. Bonds are up because whales sold so they can buy the dip they wanna make. TSM is the next amazon,16,Bullish,-0.2057,-1.0,1.0,0,No
TSM,2021-02-28T05:31:24Z,$TSM,0,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-28T01:08:08Z,$TSM ..Cathie is dumping TSM so she is a dumb bitch now. LMAO,133,None,-0.6163,-1.0,0.0,0,No
TSM,2021-02-27T23:18:21Z,$UMC Taiwan  the world‘s ranked # 3 chip maker is raising dividends.  Its holding strong and only a good company would pay dividends.   . .$TSM $AMD $NVDA,0,Bullish,0.7003,1.0,1.0,0,No
TSM,2021-02-27T21:09:24Z,$SPY $AAPL $AMD $SOXL $TSM  💎💎🚀..Some stop me this is just too Hilarious 😂,453,Bullish,0.128,1.0,1.0,0,No
TSM,2021-02-27T16:30:37Z,$TSM go down... need more,6,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-27T14:35:10Z,$LVS $FB $TSM $NIO $API Dark pool order this week. Excluding anything under 250K premium and not tagged unusual,7486,None,0.0,0.0,0.0,0,No
TSM,2021-02-27T00:16:19Z, other sells $TSM $FB $PINS,1473,None,0.0,0.0,0.0,0,No
TSM,2021-02-26T23:44:45Z,$TSM what you should know,10,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-26T22:30:30Z,$TSM i was adding . Hope she dump more next week,1,None,0.0772,0.0,0.0,0,No
TSM,2021-02-26T21:26:34Z,$TSM this should recover once Cathie is done dumping  until then my March 140s bleed 🤷‍♂️,10,Bullish,-0.3182,-1.0,1.0,0,No
TSM,2021-02-26T21:00:53Z,$TSM Huge Trade - $117 470 409.932 749 shares at $125.94,862,None,0.5423,1.0,0.0,0,No
TSM,2021-02-26T20:47:43Z,$TSM finishing green here would be huge! Good set up for Monday!,1,Bullish,0.6988,1.0,1.0,0,No
TSM,2021-02-26T20:44:43Z,$TSM stimulus news will send the markets soaring Monday if they pass it.,3,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-26T20:38:03Z,$TSM you&#39;re going the wrong way!!! What a pos. With all the catalysts working in its favor this should be going parabolic. That would make too much sense in today&#39;s market though smh,0,Bullish,-0.5538,-1.0,1.0,0,No
TSM,2021-02-26T19:55:06Z,$TSM buy every dip,0,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-26T19:35:45Z,$TSM 50ema tap.,1473,None,0.0,0.0,0.0,0,No
TSM,2021-02-26T18:56:28Z,$TSM back to $90,11,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-02-26T18:49:21Z,$TSM cathy woods still panic selling this to cover her ass or what?,1,None,-0.7783,-1.0,0.0,0,No
TSM,2021-02-26T17:54:20Z,$TSM Not understanding the tepid fluctuating. This thing should be on a stairway to heaven.,16,Bullish,0.5106,1.0,1.0,0,No
TSM,2021-02-26T17:49:05Z,$TSM see you at 130 next week,0,None,0.0,0.0,0.0,0,No
TSM,2021-02-26T17:27:16Z,$TSM ok so all the other guys are going up but this one something stinks here,1,None,-0.2263,-1.0,0.0,0,No
TSM,2021-02-26T17:20:44Z,$TSM the disrespect for this stock with all the favorable factors moving forward is mind boggling.... loaded up mar 125c. GL all and thank god this wk is finally over 🍻,5,Bullish,0.7865,1.0,1.0,0,No
TSM,2021-02-26T16:33:22Z,$TSM been adding the dip  I’m still holding 22’ Jan $100  $200 and Apr $140 Calls!,17,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-26T15:13:05Z,$TSM Ouchies. Buying more  financial masochism,3,None,-0.4364,-1.0,0.0,0,No
TSM,2021-02-26T14:50:39Z,$TSM LOL  this and $ASML are the two most important companies on the planet. It&#39;s actually a joke that trash like GME is rising while these fall or barely move. Clown market.,3,Bullish,0.8529,1.0,1.0,0,No
TSM,2021-02-26T14:37:43Z,$TSM So cant produce chips fast enough??? Not a bad prob to have!...ALL IN BULLISH!!!,13,None,0.6765,1.0,0.0,0,No
TSM,2021-02-26T14:20:28Z,I have a gut feeling we will keep seeing red until mid March. I am going to keep buying until then  hold until we see good upswing by summer and cash out  wait until next big market dip and buy back in again. My long holds are $TSM $MP everything else I have I am not 100% what will happen. I am confident in $GRWG and $MVIS  but may reduce my position when I see some profit. Good luck to all!,0,None,0.9459,1.0,0.0,0,No
TSM,2021-02-26T14:06:14Z,$NVDA and $TSM  pound the table buys yesterday! Hmm a semi shortage and then a fire sale? Nothing to see here!,102,Bullish,-0.6103,-1.0,1.0,0,No
TSM,2021-02-26T06:23:17Z,$TSM that’s some good net profit,10,Bullish,0.7003,1.0,1.0,0,No
TSM,2021-02-26T05:42:38Z,$TSM are people saying the sell off will continue tomorrow?,1,None,0.0,0.0,0.0,0,No
TSM,2021-02-26T05:36:19Z,$HLYK $AMAT $TSM $SABR,60,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-26T04:11:35Z,$TSM ark has to sell some good stocks to endure its liquidity is not in danger..Lots of selling on arkk arkw arkq today. Ark has no choice but to sell of its positions ..Either way  tsm is a company that will thrive,84,Bullish,0.09,0.0,1.0,0,No
TSM,2021-02-26T03:56:10Z,$TSM why ark selling their position??,0,None,0.0,0.0,0.0,0,No
TSM,2021-02-26T03:36:27Z,$MOSY   $AOSL  $ON  $TSM  semi-conductors Will make us all a few bucks soon after this correction. Also  Keep  an eye on $OBLG if you have some time to wait for the next zm video style platform.,0,None,0.0,0.0,0.0,0,No
TSM,2021-02-26T02:50:02Z,$TSM any news today for this to drop today   or just overall crappy market 🤔,0,Bullish,-0.6908,-1.0,1.0,0,No
TSM,2021-02-26T02:33:02Z,$TSM I’m ready to buy more..This is Black Friday sale,0,Bullish,0.3612,1.0,1.0,0,No
TSM,2021-02-26T00:54:10Z,$TSM I&#39;ll keep taking these cheap stocks,4,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-26T00:27:04Z,$tsm yesterday on a bullish pattern   today extreme oversold 126? Ahha c&#39;mon .,10,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-25T20:01:26Z,$TSM they are building an AZ plant   chips demand through the roof.,42,Bullish,-0.128,-1.0,1.0,0,No
TSM,2021-02-25T19:43:14Z,$TSM Umm..... .President Biden Signs Executive Order to Address Semiconductor Shortage . .With a worldwide shortage causing huge challenges to car production  Biden seeks to increase U.S. production of semiconductors needed to build today&#39;s vehicles.,0,None,0.2263,1.0,0.0,0,No
TSM,2021-02-25T18:54:10Z,$TSM BUY THIS OR $NVDA ? FUCK IT BOTH!,102,Bullish,-0.5848,-1.0,1.0,0,No
TSM,2021-02-25T18:44:03Z,$TSM cramer’s idea was much better. That’s why it’s dropping hard. The governments should be making the move  not TSM.,1,None,0.3612,1.0,0.0,0,No
TSM,2021-02-25T18:15:30Z,$TSM,28,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-25T17:45:23Z,$TSM  puts are up 58$/contract !! 125 is coming bears!!!,832,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-02-25T16:58:15Z,$TSM here we go again with people leaving profitable companies and investing in pump and dump schemes. When $GME crashes again they’ll all come running back to $TSM $MP. When they pump these I’ll be ready to sell 🚀🚀🚀,0,Bullish,0.4215,1.0,1.0,0,No
TSM,2021-02-25T16:19:31Z,$TSM idiots make GME fly while profitable businesses like tsm are falling - market gone loco,12,None,0.5859,1.0,0.0,0,No
TSM,2021-02-25T14:49:36Z,$TSM puts undr 130,832,Bearish,0.0,0.0,-1.0,0,No
TSM,2021-02-25T13:13:07Z,$TSM new Arizona plant by 2024  very positive,16,Bullish,0.5984,1.0,1.0,0,No
TSM,2021-02-25T01:39:29Z,$TSM added heavily here today. Accounted for over 11% of the daily volume for the 3/26 $140c’s. I don’t expect semi shortage to shore up any time soon and this is eyeing $140. I’ll check back in a few weeks.,10,Bullish,-0.25,-1.0,1.0,0,No
TSM,2021-02-25T01:37:10Z,@paranoidjoker errr actually $TSM is definitely a great buy and good long term investment  but it isn&#39;t a good thing they are not able to keep up with demand. And the rumors are starting. Such as $AMD looking at Samsung for chip supply. And now other competitors are entering the fray. Granted $TSM investment and addressing the issue should help a great deal.,113,None,0.9645,1.0,0.0,0,No
TSM,2021-02-25T00:26:34Z,$TSM all these big money chip companies are soaring in share price  TSM should be over $200 soon. By the time their earnings call hits I expect $160,11,None,0.296,1.0,0.0,0,No
TSM,2021-02-25T00:08:14Z,$NVDA listened to earnings call  what i heard was more chips $TSM chaching!  $AMD wants more chips  $TSM chaching! $AAPL  wants more chips  $TSM chaching!  $AVGO wants more chips  $TSM chaching!,0,None,0.0,0.0,0.0,0,No
TSM,2021-02-24T23:30:04Z,$TSM Huge Trade - $54 101 703.408 932 shares at $132.30,862,None,0.5423,1.0,0.0,0,No
TSM,2021-02-24T23:01:52Z,@broris can you show the flow for $TSM? I feel as though it could have an impact on NVDA  but I want to see if ‘Smart Money’ bought TSM too,11,Bullish,0.1154,1.0,1.0,0,No
TSM,2021-02-24T21:54:14Z,$TSM Extreme Daily bullish we are going to 140 then 150 maybe we can reach 160 after earning.,10,Bullish,0.0258,0.0,1.0,0,No
TSM,2021-02-24T21:50:01Z,$INTC $AMD $TSM Dictator Biden signing more executive orders.,73570,None,0.0,0.0,0.0,0,No
TSM,2021-02-24T21:32:02Z,$AMD $NVDA $MU $NXPI $TSM ..It’s pay day baby 🚀 Bears can burn,212,Bullish,-0.1027,-1.0,1.0,0,No
TSM,2021-02-24T21:22:09Z,All chips moving ! $AMD $NVDA $MU $TSM $NXPI,212,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-24T21:18:32Z,$MU this   $TER  and $TSM are my favorite long term holds.,4,Bullish,0.4588,1.0,1.0,0,No
TSM,2021-02-24T21:12:58Z,$UMC in Taiwan  the world‘s # 3 chip maker is raising dividends.  it’s going strong and only a good company would pay dividends.  . .$TSM,0,Bullish,0.7003,1.0,1.0,0,No
TSM,2021-02-24T21:05:53Z,$TSM These big after hour buys makes me seriously wonder is hedge funds know something for tomorrow. Always conveniently timed buys. I made 36.7% gain on my calls for march 19 so far so I&#39;m happy holding them for tomorrow.,3,Bullish,0.7703,1.0,1.0,0,No
TSM,2021-02-24T21:04:28Z,$NVDA take all the semis with you !!! $AMD $INTC $MU $TSM,53,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-24T20:17:51Z,$TSM people are sleeping on this one! This is a gem !!!,2,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-24T19:36:36Z,$TSM how is this not double $INTC and $NVDA hen all my devices are made by TSM,7,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-24T15:23:18Z,$IPOE $PLTR $NET $ROKU $TSM SELL!!! Sell everything!!! CNBC told me to buy shopping malls and cruise lines! Cloud computing = useless. Fintech= useless! Streaming media = useless!!  . .I’m driving to the mall as we speak!! I can’t wait to walk around store around groups of people that could get me sick and die and drive and sit in traffic on my way home!!! Why order the same product from my phone for cheaper and have it show up at my door in four hours!! How boring!! Buy malls!! Buy Cable TV!! Buy buy buy!!!,3,None,-0.9588,-1.0,0.0,0,No
TSM,2021-02-24T15:01:49Z,$$TSM  largest producer micro chips in the world.  +++Worldwide shortage of micro chips.++++  Slowing and Halting production at some US auto plants.  ￼,0,Bullish,-0.25,-1.0,1.0,0,No
TSM,2021-02-24T14:30:05Z,$TSM I would avoid this Chinese scam...,2,Bearish,-0.296,-1.0,-1.0,0,No
TSM,2021-02-24T14:19:36Z,$NET $IPOE $ROKU $TSM  to sell and get back into the re-opening trades. Gotta get in on shopping malls  cruise lines  and cable TV.,3,None,0.0,0.0,0.0,0,No
TSM,2021-02-24T13:47:04Z,@GaryButt @wasote Certainly  a crazy bounce would be great for us. We all know it is a long term stock. (Still good if find opportunities for short and mid term or swing). The semiconductor  sector is still looking strong and healthy for next while. Chips in shortage with pile up order out to 2023 for some companies in Taiwan.if the sector start to run again after the market correction and rotation  $TSM and $UMC will be leading the race as one two punch brothers. Cheer.,35,Bullish,0.9509,1.0,1.0,0,No
TSM,2021-02-24T13:25:45Z,$TSM  heavy heavy road to 200$ and make me rich,10,Bullish,0.5574,1.0,1.0,0,No
TSM,2021-02-24T12:23:03Z,$TSM I’m in heavy let’s roll,11,Bullish,0.0,0.0,1.0,0,No
TSM,2021-02-24T11:09:13Z,$ARKK look like she really loaded up on $TWTR and really dumped $TSM,59751,None,-0.1263,-1.0,0.0,0,No
